user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CCGPMC024d_JNA_AS_CCGP124_S129_L001_R.bin.8	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	77.54	0.5	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	19.08	11	0.8794706416509163	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.8% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP125_S128_L001_R.bin.1	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP125_S128_L001_R.bin.10	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.3%)
CCGPMC024d_JNA_AS_CCGP125_S128_L001_R.bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP125_S128_L001_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP125_S128_L001_R.bin.5	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.4%)
CCGPMC024d_JNA_AS_CCGP125_S128_L001_R.bin.6	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP125_S128_L001_R.bin.7	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	77.9	0.44	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	25.83	11	0.8769327152617	Genome has more than 50.0% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP125_S128_L001_R.bin.8	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.3%)
CCGPMC024d_JNA_AS_CCGP125_S128_L001_R.bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	87.56	0.66	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	88.07	11	0.9740323019210156	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP126_S127_L001_R.bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__JADGOV01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_017882785.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__JADGOV01;g__JADGOV01;s__JADGOV01 sp017882785	76.4	0.19	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__JADGOV01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	37.83	11	0.8184691057502695	N/A
CCGPMC024d_JNA_AS_CCGP126_S127_L001_R.bin.2	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP126_S127_L001_R.bin.3	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.4%)
CCGPMC024d_JNA_AS_CCGP126_S127_L001_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP126_S127_L001_R.bin.6	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP126_S127_L001_R.bin.8	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP127_S126_L001_R.bin.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	78.14	0.54	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	74.88	11	0.8754857843964128	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP127_S126_L001_R.bin.11	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP127_S126_L001_R.bin.3	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP127_S126_L001_R.bin.5	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP127_S126_L001_R.bin.6	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.8%)
CCGPMC024d_JNA_AS_CCGP127_S126_L001_R.bin.7	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.5%)
CCGPMC024d_JNA_AS_CCGP127_S126_L001_R.bin.9	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.7%)
CCGPMC024d_JNA_AS_CCGP128_S125_L001_R.bin.10	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.2%)
CCGPMC024d_JNA_AS_CCGP128_S125_L001_R.bin.11	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	N/A	N/A	N/A	N/A	N/A	GCF_018531445.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardia sp018531445	84.18	0.72	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_006539565.1, s__Pseudonocardia hydrocarbonoxydans, 95.0, 80.94, 0.54; GCF_014235185.1, s__Pseudonocardia sp014235185, 95.0, 80.37, 0.56; GCA_019263585.1, s__Pseudonocardia sp019263585, 95.0, 80.32, 0.58; GCF_012911925.1, s__Pseudonocardia xinjiangensis, 95.0, 80.32, 0.57; GCA_019263705.1, s__Pseudonocardia sp019263705, 95.0, 80.29, 0.54; GCF_013155125.1, s__Pseudonocardia broussonetiae, 95.0, 80.23, 0.6; GCA_001899645.1, s__Pseudonocardia sp001899645, 95.0, 80.17, 0.56; GCF_006716445.1, s__Pseudonocardia kunmingensis, 95.0, 80.12, 0.6; GCF_012911935.1, s__Pseudonocardia sp012911935, 95.0, 80.0, 0.53; GCF_006717045.1, s__Pseudonocardia cypriaca, 95.0, 79.94, 0.58; GCA_001942415.1, s__Pseudonocardia sp001942415, 95.0, 79.92, 0.55; GCF_012911875.1, s__Pseudonocardia bannensis, 95.0, 79.81, 0.47; GCA_001942185.1, s__Pseudonocardia sp001942185, 95.0, 79.8, 0.57; GCF_007994075.1, s__Pseudonocardia hierapolitana, 95.0, 79.78, 0.61; GCF_018531475.1, s__Pseudonocardia sp018531475, 95.0, 79.71, 0.49; GCF_002262885.1, s__Pseudonocardia sp002262885, 95.0, 79.68, 0.61; GCA_019263595.1, s__Pseudonocardia sp019263595, 95.0, 79.27, 0.47; GCA_016794615.1, s__Pseudonocardia sp016794615, 95.0, 79.17, 0.39; GCF_004217185.1, s__Pseudonocardia sediminis, 95.0, 79.16, 0.51; GCF_900142365.1, s__Pseudonocardia thermophila, 95.0, 79.15, 0.52; GCF_000423625.1, s__Pseudonocardia asaccharolytica, 95.0, 79.12, 0.41; GCF_000717175.1, s__Pseudonocardia autotrophica_A, 95.0, 79.07, 0.56; GCF_002583555.1, s__Pseudonocardia sp002583555, 95.0, 79.03, 0.49; GCA_001725415.1, s__Pseudonocardia sp001725415, 95.0, 79.02, 0.5; GCF_000196675.1, s__Pseudonocardia dioxanivorans, 95.0, 79.01, 0.55; GCF_007989085.1, s__Pseudonocardia sulfidoxydans, 95.0, 78.92, 0.48; GCA_013695005.1, s__Pseudonocardia sp013695005, 95.0, 78.84, 0.4; GCF_900102195.1, s__Pseudonocardia oroxyli, 95.0, 78.77, 0.47; GCF_014267175.1, s__Pseudonocardia sp014267175, 95.0, 78.74, 0.5; GCA_002813375.1, s__Pseudonocardia alni, 95.0, 78.7, 0.5; GCF_900115005.1, s__Pseudonocardia ammonioxydans, 95.0, 78.69, 0.52; GCF_001294645.1, s__Pseudonocardia sp001294645, 95.0, 78.57, 0.48; GCF_017876315.1, s__Pseudonocardia parietis, 95.0, 78.5, 0.5; GCF_001420995.1, s__Pseudonocardia sp001420995, 95.0, 78.48, 0.5; GCF_001698125.1, s__Pseudonocardia sp001698125, 95.0, 78.45, 0.49; GCF_003945385.1, s__Pseudonocardia autotrophica, 95.0, 78.32, 0.51; GCF_004339565.1, s__Pseudonocardia endophytica, 95.0, 78.31, 0.5; GCF_000620785.1, s__Pseudonocardia acaciae, 95.0, 78.12, 0.54; GCF_014208095.1, s__Pseudonocardia eucalypti, 95.0, 78.04, 0.51; GCF_000429025.1, s__Pseudonocardia spinosispora, 95.0, 77.65, 0.44; GCA_019244295.1, s__Pseudonocardia sp019244295, 95.0, 76.97, 0.19	55.42	11	0.9583881764970645	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP128_S125_L001_R.bin.12	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CADCTP01;g__CADCTP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902805565.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CADCTP01;g__CADCTP01;s__CADCTP01 sp902805565	82.07	0.43	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CADCTP01;g__CADCTP01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	37.41	11	0.9096393662970567	Genome has more than 18.3% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP128_S125_L001_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP128_S125_L001_R.bin.5	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP128_S125_L001_R.bin.6	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__Quadrisphaera;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900101335.1, s__Quadrisphaera sp900101335, 95.0, 80.75, 0.52; GCA_902806005.1, s__Quadrisphaera sp902806005, 95.0, 79.96, 0.54; GCF_015390235.1, s__Quadrisphaera sp015390235, 95.0, 79.61, 0.46; GCF_006335115.1, s__Quadrisphaera sp006335115, 95.0, 79.55, 0.45; GCF_014270065.1, s__Quadrisphaera sp014270065, 95.0, 79.38, 0.45; GCF_008041935.1, s__Quadrisphaera sp008041935, 95.0, 79.23, 0.46; GCF_003149145.1, s__Quadrisphaera granulorum, 95.0, 78.83, 0.4	76.31	11	0.8726174630018848	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP128_S125_L001_R.bin.7	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.4%)
CCGPMC024d_JNA_AS_CCGP128_S125_L001_R.bin.8	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.32	11	0.4324194490597443	Genome domain questionable ( 11.7% Bacterial, 5.7% Archaeal)
CCGPMC024d_JNA_AS_CCGP128_S125_L001_R.bin.9	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.6%)
CCGPMC024d_JNA_AS_CCGP129_S124_L001_R.bin.2	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.0%)
CCGPMC024d_JNA_AS_CCGP129_S124_L001_R.bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	86.85	0.51	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	65.97	11	0.9719580503010082	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP129_S124_L001_R.bin.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	64.77	11	0.8309060158121597	N/A
CCGPMC024d_JNA_AS_CCGP129_S124_L001_R.bin.6	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	78.31	0.58	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.03	11	0.8744228841466485	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP129_S124_L001_R.bin.7	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP129_S124_L001_R.bin.9	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	N/A	N/A	N/A	N/A	N/A	GCF_016862275.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes nipponensis	86.29	0.6	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_018332655.1, s__Actinoplanes auranticolor, 95.0, 86.36, 0.61; GCF_000494755.1, s__Actinoplanes friuliensis, 95.0, 83.67, 0.58; GCF_014205335.1, s__Actinoplanes digitatis, 95.0, 83.61, 0.56; GCF_016464385.1, s__Actinoplanes sp016464385, 95.0, 82.38, 0.52; GCF_003002065.1, s__Actinoplanes ferrugineus_A, 95.0, 82.24, 0.52; GCF_014648355.1, s__Actinoplanes azureus, 95.0, 81.7, 0.45; GCF_003751945.1, s__Actinoplanes caeruleus, 95.0, 81.57, 0.45; GCF_000389965.1, s__Actinoplanes sp000389965, 95.0, 81.35, 0.49; GCF_001553785.1, s__Actinoplanes sp001553785, 95.0, 81.21, 0.44; GCF_018332715.1, s__Actinoplanes consettensis, 95.0, 80.97, 0.49; GCF_016862215.1, s__Actinoplanes humidus, 95.0, 80.94, 0.49; GCF_004217545.1, s__Actinoplanes cinnamomeus, 95.0, 80.53, 0.4; GCF_016862435.1, s__Actinoplanes tereljensis, 95.0, 80.42, 0.51; GCF_014204895.1, s__Actinoplanes abujensis, 95.0, 80.4, 0.47; GCF_016862395.1, s__Actinoplanes siamensis, 95.0, 80.35, 0.43; GCF_018332695.1, s__Actinoplanes toevensis, 95.0, 80.28, 0.5; GCF_018829635.1, s__Actinoplanes bogorensis, 95.0, 80.27, 0.48; GCF_016862175.1, s__Actinoplanes durhamensis, 95.0, 80.27, 0.49; GCF_016862375.1, s__Actinoplanes rishiriensis, 95.0, 80.26, 0.49; GCF_016862115.1, s__Actinoplanes deccanensis, 95.0, 80.23, 0.5; GCF_900215205.1, s__Actinoplanes atraurantiacus, 95.0, 80.22, 0.5; GCF_016785085.1, s__Actinoplanes sp016785085, 95.0, 80.19, 0.51; GCF_004362215.1, s__Actinoplanes brasiliensis, 95.0, 80.18, 0.46; GCF_003711105.1, s__Actinoplanes teichomyceticus, 95.0, 80.15, 0.47; GCF_000379645.1, s__Actinoplanes globisporus, 95.0, 80.15, 0.49; GCF_014205225.1, s__Actinoplanes octamycinicus, 95.0, 80.14, 0.51; GCF_015704865.1, s__Actinoplanes sp015704865, 95.0, 80.13, 0.5; GCF_016862315.1, s__Actinoplanes palleronii, 95.0, 80.08, 0.51; GCF_016862195.1, s__Actinoplanes ferrugineus, 95.0, 80.06, 0.46; GCF_000284295.1, s__Actinoplanes missouriensis, 95.0, 80.04, 0.45; GCF_016834655.1, s__Actinoplanes sp016834655, 95.0, 80.04, 0.5; GCF_000721705.1, s__Actinoplanes subtropicus, 95.0, 80.02, 0.49; GCF_900188005.1, s__Actinoplanes regularis, 95.0, 80.02, 0.47; GCF_003999975.1, s__Actinoplanes sp003999975, 95.0, 79.91, 0.47; GCF_018324205.1, s__Actinoplanes ianthinogenes, 95.0, 79.91, 0.48; GCF_014647795.1, s__Actinoplanes campanulatus, 95.0428, 79.89, 0.46; GCF_014205215.1, s__Actinoplanes lobatus, 95.0428, 79.89, 0.47; GCF_004001265.1, s__Actinoplanes sp004001265, 95.0, 79.88, 0.45; GCF_016862095.1, s__Actinoplanes cyaneus, 95.0, 79.84, 0.48; GCF_900119315.1, s__Actinoplanes sp900119315, 95.0, 79.83, 0.44; GCF_000962825.1, s__Actinoplanes rectilineatus, 95.0, 79.81, 0.44; GCF_012933445.1, s__Actinoplanes sp012933445, 95.0, 79.8, 0.42; GCF_014646155.1, s__Actinoplanes endophyticus, 95.0, 79.78, 0.39; GCF_017592555.1, s__Actinoplanes sp017592555, 95.0, 79.78, 0.48; GCF_003259845.1, s__Actinoplanes lutulentus, 95.0, 79.75, 0.44; GCF_016862455.1, s__Actinoplanes utahensis, 95.0, 79.73, 0.46; GCF_900113015.1, s__Actinoplanes philippinensis, 95.0, 79.64, 0.48; GCA_000715855.1, s__Actinoplanes liguriensis, 95.0, 79.58, 0.5; GCF_003001815.1, s__Actinoplanes italicus, 95.0, 79.56, 0.46; GCF_003148685.1, s__Actinoplanes xinjiangensis, 95.0, 79.54, 0.48; GCF_016862075.1, s__Actinoplanes couchii, 95.0, 79.42, 0.46; GCF_900104725.1, s__Actinoplanes derwentensis, 95.0, 79.28, 0.43	49.23	11	0.9945766491958405	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 32.5% of markers with multiple hits
CCGPMC024d_JNA_AS_CCGP130_S123_L001_R.bin.11	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__	N/A	N/A	N/A	N/A	N/A	GCA_019239585.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__Bog-105 sp019239585	76.73	0.04	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019240405.1, s__Bog-105 sp019240405, 95.0, 76.42, 0.04; GCA_019240475.1, s__Bog-105 sp019240475, 95.0, 76.36, 0.06; GCA_003167495.1, s__Bog-105 sp003167495, 95.0, 76.27, 0.04; GCA_019233755.1, s__Bog-105 sp019233755, 95.0, 76.2, 0.05; GCA_019233375.1, s__Bog-105 sp019233375, 95.0, 76.08, 0.04; GCA_019244055.1, s__Bog-105 sp019244055, 95.0, 76.06, 0.04; GCA_003169195.1, s__Bog-105 sp003169195, 95.0, 75.95, 0.04; GCA_003163855.1, s__Bog-105 sp003163855, 95.0, 75.81, 0.04; GCA_019244945.1, s__Bog-105 sp019244945, 95.0, 75.59, 0.04	93.67	11	0.9490351661553567	N/A
CCGPMC024d_JNA_AS_CCGP130_S123_L001_R.bin.12	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.95	11	0.8664496219931681	N/A
CCGPMC024d_JNA_AS_CCGP130_S123_L001_R.bin.13	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	N/A	N/A	N/A	N/A	N/A	GCF_000522985.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__Gemmatirosa kalamazoonesis	77.82	0.59	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	15.93	11	0.8918310577296802	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP130_S123_L001_R.bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903644035.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	84.39	0.52	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	33.82	11	0.977913720099782	Genome has more than 11.7% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
CCGPMC024d_JNA_AS_CCGP130_S123_L001_R.bin.4	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
CCGPMC024d_JNA_AS_CCGP130_S123_L001_R.bin.5	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
